ID,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
248,240,2018-01-11,9.0,90.0,20.0,10.0,40.0,60.0,,56.0,0.0,5.0,0.0,0.0,10164.0,28.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
249,240,2018-01-11,10.0,990.0,10.0,10.0,30.0,63.0,,61.0,0.0,9.0,0.0,0.0,10173.0,26.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
250,240,2018-01-11,11.0,310.0,10.0,20.0,70.0,69.0,,60.0,0.0,22.0,0.0,0.0,10177.0,32.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
251,240,2018-01-11,12.0,330.0,20.0,30.0,90.0,70.0,14,63.0,0.0,22.0,0.0,0.0,10179.0,24.0,8.0,95.0,10,7.0,0.0,0.0,0.0,0.0,0.0
252,240,2018-01-11,13.0,20.0,20.0,30.0,60.0,70.0,,61.0,0.0,22.0,0.0,0.0,10184.0,26.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
253,240,2018-01-11,14.0,20.0,30.0,30.0,60.0,67.0,,61.0,0.0,15.0,0.0,0.0,10191.0,25.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
254,240,2018-01-11,15.0,360.0,20.0,10.0,50.0,67.0,,61.0,0.0,7.0,0.0,0.0,10198.0,30.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
255,240,2018-01-11,16.0,10.0,20.0,20.0,30.0,66.0,,61.0,0.0,2.0,0.0,0.0,10205.0,25.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
256,240,2018-01-11,17.0,360.0,20.0,30.0,50.0,64.0,,59.0,0.0,0.0,0.0,0.0,10212.0,34.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
257,240,2018-01-11,18.0,340.0,20.0,20.0,40.0,61.0,60,57.0,0.0,0.0,0.0,0.0,10216.0,34.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
258,240,2018-01-11,19.0,360.0,30.0,30.0,40.0,60.0,,56.0,0.0,0.0,0.0,0.0,10225.0,28.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
259,240,2018-01-11,20.0,10.0,30.0,20.0,50.0,58.0,,53.0,0.0,0.0,0.0,0.0,10231.0,31.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
260,240,2018-01-11,21.0,360.0,20.0,10.0,80.0,59.0,,55.0,0.0,0.0,0.0,0.0,10235.0,22.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
261,240,2018-01-11,22.0,310.0,20.0,20.0,40.0,55.0,,52.0,0.0,0.0,0.0,0.0,10238.0,17.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
262,240,2018-01-11,23.0,320.0,20.0,20.0,30.0,53.0,,49.0,0.0,0.0,0.0,0.0,10243.0,21.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
263,240,2018-01-11,24.0,340.0,20.0,20.0,30.0,54.0,46,51.0,0.0,0.0,0.0,0.0,10247.0,31.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
264,240,2018-01-12,1.0,350.0,20.0,20.0,30.0,54.0,,48.0,0.0,0.0,0.0,0.0,10247.0,43.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
265,240,2018-01-12,2.0,330.0,20.0,20.0,30.0,52.0,,48.0,0.0,0.0,0.0,0.0,10252.0,33.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
266,240,2018-01-12,3.0,10.0,20.0,20.0,30.0,51.0,,49.0,0.0,0.0,0.0,0.0,10252.0,33.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
267,240,2018-01-12,4.0,30.0,30.0,30.0,50.0,53.0,,49.0,0.0,0.0,0.0,0.0,10253.0,31.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
268,240,2018-01-12,5.0,10.0,20.0,20.0,40.0,53.0,,51.0,0.0,0.0,0.0,0.0,10255.0,29.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
269,240,2018-01-12,6.0,20.0,20.0,20.0,40.0,54.0,46,51.0,0.0,0.0,0.0,0.0,10257.0,24.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
270,240,2018-01-12,7.0,20.0,20.0,20.0,40.0,53.0,,51.0,0.0,0.0,0.0,0.0,10261.0,21.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
271,240,2018-01-12,8.0,10.0,20.0,20.0,40.0,53.0,,50.0,0.0,0.0,0.0,0.0,10266.0,25.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
272,240,2018-01-12,9.0,40.0,20.0,30.0,60.0,56.0,,46.0,0.0,3.0,0.0,0.0,10269.0,56.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
273,240,2018-01-12,10.0,50.0,20.0,20.0,60.0,60.0,,43.0,0.0,13.0,0.0,0.0,10271.0,57.0,8.0,89.0,10,7.0,0.0,0.0,0.0,0.0,0.0
274,240,2018-01-12,11.0,20.0,30.0,20.0,60.0,61.0,,47.0,0.0,23.0,0.0,0.0,10272.0,57.0,8.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
275,240,2018-01-12,12.0,60.0,20.0,30.0,100.0,60.0,51,46.0,0.0,18.0,0.0,0.0,10267.0,57.0,8.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
276,240,2018-01-12,13.0,80.0,30.0,30.0,50.0,54.0,,44.0,0.0,15.0,0.0,0.0,10265.0,57.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
277,240,2018-01-12,14.0,40.0,20.0,20.0,60.0,57.0,,36.0,0.0,28.0,0.0,0.0,10265.0,70.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
278,240,2018-01-12,15.0,60.0,10.0,20.0,40.0,54.0,,38.0,0.0,13.0,0.0,0.0,10266.0,70.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
279,240,2018-01-12,16.0,60.0,20.0,20.0,30.0,46.0,,31.0,0.0,3.0,0.0,0.0,10267.0,70.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
280,240,2018-01-12,17.0,70.0,20.0,20.0,30.0,40.0,,30.0,0.0,0.0,0.0,0.0,10268.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
281,240,2018-01-12,18.0,90.0,20.0,20.0,30.0,42.0,35,32.0,0.0,0.0,0.0,0.0,10268.0,64.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
282,240,2018-01-12,19.0,90.0,20.0,20.0,30.0,42.0,,34.0,0.0,0.0,0.0,0.0,10270.0,64.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
283,240,2018-01-12,20.0,70.0,10.0,10.0,30.0,39.0,,29.0,0.0,0.0,0.0,0.0,10272.0,64.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
284,240,2018-01-12,21.0,70.0,10.0,20.0,20.0,39.0,,31.0,0.0,0.0,0.0,0.0,10272.0,61.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
285,240,2018-01-12,22.0,110.0,10.0,20.0,20.0,45.0,,39.0,0.0,0.0,0.0,0.0,10271.0,57.0,8.0,95.0,10,7.0,0.0,0.0,0.0,0.0,0.0
286,240,2018-01-12,23.0,100.0,20.0,20.0,20.0,46.0,,41.0,0.0,0.0,0.0,0.0,10268.0,56.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
287,240,2018-01-12,24.0,110.0,20.0,20.0,30.0,45.0,30,41.0,0.0,0.0,0.0,0.0,10265.0,56.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
288,240,2018-01-13,1.0,100.0,30.0,40.0,50.0,42.0,,35.0,0.0,0.0,0.0,0.0,10262.0,50.0,8.0,95.0,10,7.0,0.0,0.0,0.0,0.0,0.0
289,240,2018-01-13,2.0,120.0,40.0,50.0,60.0,41.0,,31.0,0.0,0.0,0.0,0.0,10264.0,59.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
290,240,2018-01-13,3.0,120.0,40.0,40.0,60.0,42.0,,33.0,0.0,0.0,0.0,0.0,10260.0,59.0,8.0,94.0,10,7.0,0.0,0.0,0.0,0.0,0.0
291,240,2018-01-13,4.0,120.0,30.0,30.0,50.0,41.0,,31.0,0.0,0.0,0.0,0.0,10257.0,59.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
292,240,2018-01-13,5.0,110.0,30.0,30.0,40.0,38.0,,29.0,0.0,0.0,0.0,0.0,10253.0,59.0,8.0,94.0,10,7.0,0.0,0.0,0.0,0.0,0.0
293,240,2018-01-13,6.0,110.0,40.0,50.0,70.0,32.0,31,28.0,0.0,0.0,0.0,0.0,10253.0,33.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
294,240,2018-01-13,7.0,120.0,40.0,30.0,60.0,33.0,,30.0,0.0,0.0,0.0,0.0,10251.0,15.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
295,240,2018-01-13,8.0,140.0,40.0,30.0,60.0,33.0,,32.0,0.0,0.0,0.0,0.0,10252.0,7.0,9.0,99.0,34,7.0,1.0,0.0,0.0,0.0,0.0
296,240,2018-01-13,9.0,120.0,40.0,40.0,60.0,37.0,,34.0,0.0,4.0,0.0,0.0,10253.0,10.0,8.0,98.0,20,7.0,1.0,0.0,0.0,0.0,0.0
297,240,2018-01-13,10.0,120.0,40.0,50.0,60.0,42.0,,38.0,0.0,12.0,0.0,0.0,10255.0,26.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
298,240,2018-01-13,11.0,110.0,40.0,40.0,70.0,46.0,,42.0,0.0,19.0,0.0,0.0,10255.0,21.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
299,240,2018-01-13,12.0,100.0,30.0,30.0,50.0,51.0,32,47.0,0.0,20.0,0.0,0.0,10250.0,18.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
300,240,2018-01-13,13.0,90.0,30.0,40.0,50.0,58.0,,49.0,0.0,30.0,0.0,0.0,10241.0,24.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
301,240,2018-01-13,14.0,90.0,40.0,50.0,70.0,61.0,,46.0,0.0,33.0,0.0,0.0,10234.0,36.0,8.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
302,240,2018-01-13,15.0,110.0,40.0,50.0,70.0,60.0,,41.0,0.0,15.0,0.0,0.0,10232.0,56.0,8.0,87.0,10,7.0,0.0,0.0,0.0,0.0,0.0
303,240,2018-01-13,16.0,110.0,50.0,60.0,80.0,58.0,,28.0,0.0,2.0,0.0,0.0,10232.0,60.0,8.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
304,240,2018-01-13,17.0,120.0,60.0,50.0,100.0,54.0,,14.0,0.0,0.0,0.0,0.0,10236.0,66.0,8.0,75.0,,5.0,0.0,0.0,0.0,0.0,0.0
305,240,2018-01-13,18.0,110.0,40.0,40.0,70.0,51.0,46,18.0,0.0,0.0,0.0,0.0,10232.0,65.0,8.0,79.0,,5.0,0.0,0.0,0.0,0.0,0.0
306,240,2018-01-13,19.0,110.0,40.0,40.0,70.0,48.0,,13.0,0.0,0.0,0.0,0.0,10233.0,67.0,8.0,77.0,,5.0,0.0,0.0,0.0,0.0,0.0
307,240,2018-01-13,20.0,90.0,30.0,30.0,60.0,31.0,,5.0,0.0,0.0,0.0,0.0,10232.0,63.0,1.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
308,240,2018-01-13,21.0,80.0,30.0,30.0,40.0,36.0,,11.0,0.0,0.0,0.0,0.0,10231.0,61.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
309,240,2018-01-13,22.0,100.0,40.0,40.0,60.0,34.0,,9.0,0.0,0.0,0.0,0.0,10230.0,62.0,1.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
310,240,2018-01-13,23.0,90.0,40.0,30.0,60.0,38.0,,13.0,0.0,0.0,0.0,0.0,10228.0,61.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
311,240,2018-01-13,24.0,90.0,30.0,30.0,60.0,42.0,10,14.0,0.0,0.0,0.0,0.0,10226.0,62.0,8.0,82.0,,5.0,0.0,0.0,0.0,0.0,0.0
312,240,2018-01-14,1.0,70.0,40.0,40.0,60.0,26.0,,9.0,0.0,0.0,0.0,0.0,10222.0,59.0,7.0,88.0,10,7.0,0.0,0.0,0.0,0.0,0.0
313,240,2018-01-14,2.0,70.0,50.0,50.0,70.0,22.0,,7.0,0.0,0.0,0.0,0.0,10220.0,58.0,6.0,89.0,10,7.0,0.0,0.0,0.0,0.0,0.0
314,240,2018-01-14,3.0,80.0,50.0,50.0,80.0,32.0,,12.0,0.0,0.0,0.0,0.0,10219.0,57.0,8.0,86.0,10,7.0,0.0,0.0,0.0,0.0,0.0
315,240,2018-01-14,4.0,70.0,50.0,50.0,80.0,30.0,,11.0,0.0,0.0,0.0,0.0,10216.0,57.0,8.0,87.0,10,7.0,0.0,0.0,0.0,0.0,0.0
316,240,2018-01-14,5.0,80.0,50.0,50.0,80.0,28.0,,8.0,0.0,0.0,0.0,0.0,10213.0,58.0,8.0,86.0,10,7.0,0.0,0.0,0.0,0.0,0.0
317,240,2018-01-14,6.0,70.0,50.0,50.0,80.0,27.0,13,5.0,0.0,0.0,0.0,0.0,10214.0,59.0,8.0,85.0,10,7.0,0.0,0.0,0.0,0.0,0.0
318,240,2018-01-14,7.0,80.0,60.0,50.0,80.0,24.0,,2.0,0.0,0.0,0.0,0.0,10214.0,60.0,8.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
319,240,2018-01-14,8.0,80.0,60.0,50.0,80.0,24.0,,0.0,0.0,0.0,0.0,0.0,10214.0,60.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
320,240,2018-01-14,9.0,90.0,50.0,50.0,80.0,25.0,,0.0,0.0,4.0,0.0,0.0,10212.0,60.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
321,240,2018-01-14,10.0,90.0,50.0,50.0,80.0,30.0,,3.0,0.0,18.0,0.0,0.0,10212.0,60.0,8.0,82.0,,5.0,0.0,0.0,0.0,0.0,0.0
322,240,2018-01-14,11.0,100.0,50.0,40.0,70.0,36.0,,6.0,0.0,38.0,0.0,0.0,10210.0,61.0,8.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
323,240,2018-01-14,12.0,100.0,40.0,40.0,70.0,44.0,21,8.0,3.0,62.0,0.0,0.0,10203.0,61.0,2.0,77.0,,5.0,0.0,0.0,0.0,0.0,0.0
324,240,2018-01-14,13.0,120.0,40.0,40.0,70.0,46.0,,8.0,7.0,65.0,0.0,0.0,10199.0,61.0,7.0,76.0,,5.0,0.0,0.0,0.0,0.0,0.0
325,240,2018-01-14,14.0,110.0,40.0,50.0,70.0,51.0,,12.0,5.0,50.0,0.0,0.0,10194.0,64.0,8.0,76.0,,5.0,0.0,0.0,0.0,0.0,0.0
326,240,2018-01-14,15.0,110.0,40.0,40.0,70.0,41.0,,7.0,10.0,35.0,0.0,0.0,10193.0,63.0,0.0,78.0,,5.0,0.0,0.0,0.0,0.0,0.0
327,240,2018-01-14,16.0,130.0,40.0,40.0,60.0,28.0,,1.0,2.0,8.0,0.0,0.0,10189.0,64.0,0.0,82.0,,5.0,0.0,0.0,0.0,0.0,0.0
328,240,2018-01-14,17.0,120.0,50.0,40.0,70.0,30.0,,2.0,0.0,0.0,0.0,0.0,10189.0,62.0,0.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
329,240,2018-01-14,18.0,130.0,40.0,40.0,70.0,22.0,10,-2.0,0.0,0.0,0.0,0.0,10184.0,61.0,0.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
330,240,2018-01-14,19.0,120.0,40.0,40.0,60.0,19.0,,-1.0,0.0,0.0,0.0,0.0,10179.0,60.0,0.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
331,240,2018-01-14,20.0,140.0,40.0,40.0,60.0,13.0,,-5.0,0.0,0.0,0.0,0.0,10178.0,59.0,0.0,87.0,10,7.0,0.0,0.0,0.0,0.0,0.0
332,240,2018-01-14,21.0,140.0,50.0,50.0,60.0,12.0,,-4.0,0.0,0.0,0.0,0.0,10173.0,58.0,0.0,88.0,10,7.0,0.0,0.0,0.0,0.0,0.0
333,240,2018-01-14,22.0,150.0,50.0,60.0,80.0,14.0,,-2.0,0.0,0.0,0.0,0.0,10167.0,58.0,0.0,89.0,10,7.0,0.0,0.0,0.0,0.0,0.0
334,240,2018-01-14,23.0,160.0,60.0,60.0,90.0,16.0,,3.0,0.0,0.0,0.0,0.0,10161.0,57.0,7.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
335,240,2018-01-14,24.0,180.0,50.0,50.0,80.0,25.0,1,12.0,0.0,0.0,0.0,0.0,10154.0,57.0,8.0,91.0,10,7.0,0.0,0.0,0.0,0.0,0.0
336,240,2018-01-15,1.0,170.0,50.0,50.0,70.0,24.0,,12.0,0.0,0.0,0.0,0.0,10144.0,57.0,8.0,91.0,10,7.0,0.0,0.0,0.0,0.0,0.0
337,240,2018-01-15,2.0,170.0,50.0,50.0,70.0,30.0,,17.0,0.0,0.0,0.0,0.0,10136.0,57.0,8.0,91.0,10,7.0,0.0,0.0,0.0,0.0,0.0
338,240,2018-01-15,3.0,170.0,50.0,50.0,90.0,33.0,,19.0,0.0,0.0,0.0,0.0,10125.0,57.0,8.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
339,240,2018-01-15,4.0,180.0,50.0,60.0,80.0,35.0,,20.0,0.0,0.0,0.0,0.0,10113.0,56.0,8.0,90.0,10,7.0,0.0,0.0,0.0,0.0,0.0
340,240,2018-01-15,5.0,170.0,60.0,70.0,100.0,37.0,,20.0,0.0,0.0,0.0,0.0,10100.0,56.0,8.0,89.0,10,7.0,0.0,0.0,0.0,0.0,0.0
341,240,2018-01-15,6.0,180.0,70.0,80.0,110.0,38.0,23,22.0,0.0,0.0,0.0,0.0,10090.0,50.0,8.0,89.0,10,7.0,0.0,0.0,0.0,0.0,0.0
342,240,2018-01-15,7.0,180.0,80.0,80.0,120.0,35.0,,26.0,0.0,0.0,0.0,0.0,10081.0,28.0,8.0,93.0,10,7.0,0.0,0.0,0.0,0.0,0.0
343,240,2018-01-15,8.0,180.0,90.0,90.0,130.0,33.0,,26.0,0.0,0.0,0.0,0.0,10072.0,42.0,8.0,95.0,10,7.0,0.0,0.0,0.0,0.0,0.0
344,240,2018-01-15,9.0,180.0,90.0,90.0,130.0,40.0,,28.0,0.0,2.0,0.0,0.0,10057.0,60.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
345,240,2018-01-15,10.0,180.0,90.0,90.0,140.0,46.0,,33.0,0.0,6.0,0.0,-1.0,10044.0,57.0,8.0,91.0,57,7.0,0.0,1.0,0.0,0.0,0.0
346,240,2018-01-15,11.0,180.0,90.0,90.0,140.0,52.0,,41.0,0.0,15.0,10.0,5.0,10020.0,57.0,8.0,92.0,58,7.0,0.0,1.0,0.0,0.0,0.0
347,240,2018-01-15,12.0,180.0,100.0,100.0,150.0,58.0,31,45.0,0.0,9.0,10.0,22.0,9993.0,57.0,8.0,91.0,62,7.0,0.0,1.0,0.0,0.0,0.0
348,240,2018-01-15,13.0,180.0,120.0,120.0,190.0,58.0,,45.0,0.0,10.0,10.0,14.0,9970.0,43.0,8.0,91.0,62,7.0,0.0,1.0,0.0,0.0,0.0
349,240,2018-01-15,14.0,190.0,120.0,120.0,180.0,59.0,,51.0,0.0,6.0,10.0,7.0,9950.0,32.0,8.0,94.0,61,7.0,0.0,1.0,0.0,0.0,0.0
350,240,2018-01-15,15.0,190.0,120.0,120.0,180.0,63.0,,51.0,0.0,4.0,10.0,11.0,9933.0,58.0,8.0,92.0,62,7.0,0.0,1.0,0.0,0.0,0.0
351,240,2018-01-15,16.0,180.0,110.0,110.0,160.0,62.0,,49.0,0.0,1.0,10.0,21.0,9915.0,58.0,8.0,91.0,62,7.0,0.0,1.0,0.0,0.0,0.0
352,240,2018-01-15,17.0,180.0,110.0,100.0,160.0,59.0,,48.0,0.0,0.0,10.0,24.0,9896.0,60.0,8.0,92.0,61,7.0,0.0,1.0,0.0,0.0,0.0
353,240,2018-01-15,18.0,190.0,110.0,100.0,160.0,64.0,54,57.0,0.0,0.0,10.0,15.0,9885.0,58.0,8.0,94.0,81,7.0,0.0,1.0,0.0,0.0,0.0
354,240,2018-01-15,19.0,240.0,90.0,100.0,140.0,81.0,,73.0,0.0,0.0,8.0,14.0,9886.0,57.0,8.0,94.0,62,7.0,0.0,1.0,0.0,0.0,0.0
355,240,2018-01-15,20.0,260.0,90.0,80.0,140.0,79.0,,68.0,0.0,0.0,9.0,5.0,9895.0,62.0,8.0,92.0,57,7.0,0.0,1.0,0.0,0.0,0.0
356,240,2018-01-15,21.0,280.0,90.0,90.0,130.0,73.0,,53.0,0.0,0.0,4.0,2.0,9901.0,70.0,8.0,87.0,61,7.0,0.0,1.0,0.0,0.0,0.0
357,240,2018-01-15,22.0,260.0,70.0,70.0,120.0,64.0,,43.0,0.0,0.0,0.0,-1.0,9901.0,70.0,2.0,86.0,23,7.0,0.0,1.0,0.0,0.0,0.0
358,240,2018-01-15,23.0,250.0,80.0,90.0,120.0,65.0,,40.0,0.0,0.0,0.0,0.0,9911.0,70.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
359,240,2018-01-15,24.0,250.0,80.0,80.0,120.0,70.0,51,39.0,0.0,0.0,0.0,0.0,9913.0,75.0,8.0,80.0,2,7.0,0.0,0.0,0.0,0.0,0.0
360,240,2018-01-16,1.0,250.0,100.0,80.0,140.0,65.0,,33.0,0.0,0.0,0.0,-1.0,9907.0,75.0,8.0,80.0,51,7.0,0.0,1.0,0.0,0.0,0.0
361,240,2018-01-16,2.0,240.0,80.0,90.0,130.0,68.0,,40.0,0.0,0.0,0.0,-1.0,9901.0,70.0,7.0,82.0,23,7.0,0.0,1.0,0.0,0.0,0.0
362,240,2018-01-16,3.0,250.0,90.0,80.0,130.0,68.0,,38.0,0.0,0.0,0.0,-1.0,9896.0,71.0,8.0,80.0,51,7.0,0.0,1.0,0.0,0.0,0.0
363,240,2018-01-16,4.0,250.0,90.0,90.0,140.0,67.0,,37.0,0.0,0.0,0.0,-1.0,9891.0,70.0,6.0,80.0,23,7.0,0.0,1.0,0.0,0.0,0.0
364,240,2018-01-16,5.0,250.0,90.0,90.0,140.0,65.0,,33.0,0.0,0.0,0.0,0.0,9888.0,68.0,6.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
365,240,2018-01-16,6.0,260.0,90.0,90.0,130.0,66.0,53,37.0,0.0,0.0,0.0,0.0,9888.0,70.0,8.0,81.0,3,7.0,0.0,0.0,0.0,0.0,0.0
366,240,2018-01-16,7.0,270.0,90.0,90.0,170.0,61.0,,29.0,0.0,0.0,2.0,4.0,9888.0,65.0,8.0,80.0,81,7.0,0.0,1.0,0.0,0.0,0.0
367,240,2018-01-16,8.0,250.0,110.0,100.0,200.0,46.0,,15.0,0.0,0.0,6.0,12.0,9894.0,69.0,8.0,80.0,61,7.0,0.0,1.0,0.0,0.0,0.0
368,240,2018-01-16,9.0,270.0,100.0,100.0,170.0,52.0,,19.0,3.0,13.0,0.0,-1.0,9905.0,75.0,8.0,78.0,23,7.0,0.0,1.0,0.0,0.0,0.0
369,240,2018-01-16,10.0,270.0,100.0,110.0,160.0,54.0,,18.0,0.0,23.0,0.0,-1.0,9913.0,75.0,8.0,77.0,22,7.0,0.0,1.0,0.0,0.0,0.0
370,240,2018-01-16,11.0,270.0,110.0,110.0,160.0,56.0,,14.0,3.0,49.0,0.0,0.0,9918.0,75.0,7.0,74.0,,5.0,0.0,0.0,0.0,0.0,0.0
371,240,2018-01-16,12.0,270.0,110.0,110.0,160.0,58.0,34,13.0,2.0,62.0,0.0,-1.0,9920.0,75.0,3.0,72.0,23,7.0,0.0,1.0,0.0,0.0,0.0
