ID,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
372,240,2018-01-16,13.0,270.0,120.0,110.0,170.0,61.0,,13.0,7.0,71.0,0.0,0.0,9920.0,71.0,7.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
373,240,2018-01-16,14.0,270.0,110.0,110.0,160.0,59.0,,9.0,3.0,41.0,0.0,0.0,9922.0,75.0,7.0,70.0,,5.0,0.0,0.0,0.0,0.0,0.0
374,240,2018-01-16,15.0,260.0,110.0,100.0,170.0,58.0,,2.0,8.0,29.0,0.0,0.0,9923.0,80.0,8.0,67.0,,5.0,0.0,0.0,0.0,0.0,0.0
375,240,2018-01-16,16.0,270.0,90.0,80.0,130.0,52.0,,6.0,3.0,6.0,0.0,-1.0,9925.0,74.0,8.0,72.0,51,7.0,0.0,1.0,0.0,0.0,0.0
376,240,2018-01-16,17.0,260.0,80.0,90.0,140.0,49.0,,5.0,0.0,0.0,0.0,-1.0,9921.0,75.0,7.0,73.0,51,7.0,0.0,1.0,0.0,0.0,0.0
377,240,2018-01-16,18.0,250.0,80.0,80.0,120.0,53.0,38,-2.0,0.0,0.0,0.0,-1.0,9917.0,77.0,1.0,68.0,22,7.0,0.0,1.0,0.0,0.0,0.0
378,240,2018-01-16,19.0,250.0,70.0,70.0,120.0,53.0,,-2.0,0.0,0.0,0.0,-1.0,9916.0,77.0,8.0,67.0,22,7.0,0.0,1.0,0.0,0.0,0.0
379,240,2018-01-16,20.0,260.0,70.0,80.0,130.0,50.0,,0.0,0.0,0.0,1.0,2.0,9913.0,78.0,8.0,69.0,23,7.0,0.0,1.0,0.0,0.0,0.0
380,240,2018-01-16,21.0,260.0,70.0,70.0,110.0,47.0,,5.0,0.0,0.0,1.0,2.0,9910.0,70.0,8.0,73.0,81,7.0,0.0,1.0,0.0,1.0,0.0
381,240,2018-01-16,22.0,250.0,80.0,90.0,130.0,39.0,,5.0,0.0,0.0,3.0,1.0,9904.0,62.0,8.0,78.0,92,7.0,0.0,1.0,0.0,1.0,0.0
382,240,2018-01-16,23.0,270.0,80.0,100.0,150.0,31.0,,12.0,0.0,0.0,5.0,5.0,9910.0,57.0,8.0,87.0,92,7.0,0.0,1.0,0.0,1.0,0.0
383,240,2018-01-16,24.0,270.0,70.0,90.0,140.0,39.0,25,-1.0,0.0,0.0,0.0,-1.0,9904.0,75.0,8.0,74.0,26,7.0,0.0,1.0,0.0,1.0,0.0
384,240,2018-01-17,1.0,270.0,90.0,90.0,130.0,37.0,,-1.0,0.0,0.0,0.0,-1.0,9905.0,75.0,4.0,76.0,22,7.0,0.0,1.0,0.0,0.0,0.0
385,240,2018-01-17,2.0,270.0,90.0,100.0,140.0,36.0,,1.0,0.0,0.0,0.0,-1.0,9910.0,71.0,8.0,77.0,81,7.0,0.0,1.0,0.0,0.0,0.0
386,240,2018-01-17,3.0,280.0,110.0,120.0,160.0,39.0,,-7.0,0.0,0.0,0.0,-1.0,9914.0,75.0,7.0,71.0,23,7.0,0.0,1.0,0.0,0.0,0.0
387,240,2018-01-17,4.0,270.0,110.0,110.0,160.0,34.0,,-7.0,0.0,0.0,0.0,-1.0,9920.0,75.0,8.0,74.0,23,7.0,0.0,1.0,0.0,0.0,0.0
388,240,2018-01-17,5.0,280.0,110.0,100.0,170.0,32.0,,-4.0,0.0,0.0,0.0,-1.0,9928.0,70.0,7.0,77.0,81,7.0,0.0,1.0,1.0,0.0,0.0
389,240,2018-01-17,6.0,280.0,110.0,110.0,170.0,33.0,17,-12.0,0.0,0.0,0.0,-1.0,9938.0,75.0,2.0,72.0,23,7.0,0.0,1.0,0.0,0.0,0.0
390,240,2018-01-17,7.0,280.0,100.0,90.0,160.0,35.0,,-9.0,0.0,0.0,0.0,-1.0,9950.0,75.0,7.0,72.0,51,7.0,0.0,1.0,0.0,0.0,0.0
391,240,2018-01-17,8.0,280.0,110.0,110.0,180.0,34.0,,-2.0,0.0,0.0,0.0,-1.0,9961.0,62.0,8.0,77.0,81,7.0,0.0,1.0,0.0,0.0,0.0
392,240,2018-01-17,9.0,270.0,100.0,110.0,180.0,40.0,,6.0,0.0,10.0,2.0,3.0,9969.0,75.0,7.0,78.0,23,7.0,0.0,1.0,0.0,0.0,0.0
393,240,2018-01-17,10.0,270.0,110.0,120.0,180.0,48.0,,10.0,2.0,23.0,0.0,-1.0,9977.0,70.0,8.0,76.0,23,7.0,0.0,1.0,0.0,0.0,0.0
394,240,2018-01-17,11.0,280.0,130.0,130.0,210.0,49.0,,7.0,0.0,37.0,0.0,-1.0,9984.0,68.0,7.0,74.0,23,7.0,0.0,1.0,0.0,0.0,0.0
395,240,2018-01-17,12.0,280.0,130.0,140.0,210.0,55.0,15,9.0,2.0,57.0,0.0,-1.0,9992.0,69.0,8.0,72.0,23,7.0,0.0,1.0,0.0,0.0,0.0
396,240,2018-01-17,13.0,280.0,140.0,140.0,200.0,53.0,,7.0,0.0,38.0,0.0,-1.0,10006.0,64.0,8.0,72.0,81,7.0,0.0,1.0,0.0,0.0,0.0
397,240,2018-01-17,14.0,280.0,130.0,110.0,200.0,58.0,,8.0,2.0,36.0,0.0,-1.0,10014.0,66.0,8.0,70.0,23,7.0,0.0,1.0,0.0,0.0,0.0
398,240,2018-01-17,15.0,280.0,120.0,130.0,180.0,59.0,,2.0,7.0,24.0,0.0,0.0,10025.0,66.0,6.0,67.0,2,7.0,0.0,0.0,0.0,0.0,0.0
399,240,2018-01-17,16.0,270.0,110.0,110.0,180.0,55.0,,9.0,3.0,9.0,0.0,0.0,10035.0,66.0,6.0,72.0,,5.0,0.0,0.0,0.0,0.0,0.0
400,240,2018-01-17,17.0,270.0,110.0,110.0,160.0,54.0,,7.0,0.0,0.0,0.0,0.0,10041.0,68.0,6.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
401,240,2018-01-17,18.0,270.0,100.0,80.0,150.0,58.0,43,8.0,0.0,0.0,0.0,0.0,10045.0,72.0,8.0,70.0,3,7.0,0.0,0.0,0.0,0.0,0.0
402,240,2018-01-17,19.0,260.0,90.0,80.0,140.0,59.0,,7.0,0.0,0.0,0.0,0.0,10044.0,68.0,8.0,69.0,,5.0,0.0,0.0,0.0,0.0,0.0
403,240,2018-01-17,20.0,260.0,90.0,100.0,140.0,63.0,,9.0,0.0,0.0,0.0,0.0,10044.0,67.0,8.0,68.0,,5.0,0.0,0.0,0.0,0.0,0.0
404,240,2018-01-17,21.0,250.0,90.0,90.0,140.0,58.0,,10.0,0.0,0.0,0.0,0.0,10046.0,68.0,8.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
405,240,2018-01-17,22.0,250.0,80.0,80.0,120.0,56.0,,8.0,0.0,0.0,0.0,0.0,10043.0,68.0,8.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
406,240,2018-01-17,23.0,240.0,70.0,70.0,110.0,58.0,,12.0,0.0,0.0,0.0,0.0,10036.0,67.0,8.0,72.0,,5.0,0.0,0.0,0.0,0.0,0.0
407,240,2018-01-17,24.0,220.0,60.0,60.0,100.0,50.0,45,21.0,0.0,0.0,0.0,0.0,10023.0,65.0,8.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
408,240,2018-01-18,1.0,230.0,70.0,90.0,140.0,52.0,,20.0,0.0,0.0,7.0,2.0,10004.0,64.0,8.0,79.0,57,7.0,0.0,1.0,0.0,0.0,0.0
409,240,2018-01-18,2.0,200.0,80.0,70.0,130.0,41.0,,25.0,0.0,0.0,9.0,6.0,9980.0,63.0,8.0,89.0,61,7.0,0.0,1.0,0.0,0.0,0.0
410,240,2018-01-18,3.0,180.0,90.0,110.0,140.0,31.0,,20.0,0.0,0.0,10.0,17.0,9947.0,50.0,8.0,92.0,62,7.0,0.0,1.0,0.0,0.0,0.0
411,240,2018-01-18,4.0,170.0,100.0,110.0,190.0,32.0,,24.0,0.0,0.0,10.0,17.0,9903.0,49.0,8.0,94.0,61,7.0,0.0,1.0,0.0,0.0,0.0
412,240,2018-01-18,5.0,190.0,110.0,100.0,160.0,54.0,,47.0,0.0,0.0,10.0,11.0,9863.0,56.0,8.0,95.0,62,7.0,0.0,1.0,0.0,0.0,0.0
413,240,2018-01-18,6.0,230.0,140.0,170.0,260.0,97.0,27,70.0,0.0,0.0,4.0,6.0,9841.0,65.0,8.0,82.0,23,7.0,0.0,1.0,0.0,0.0,0.0
414,240,2018-01-18,7.0,230.0,170.0,170.0,250.0,98.0,,64.0,0.0,0.0,0.0,-1.0,9832.0,61.0,8.0,79.0,23,7.0,0.0,1.0,0.0,0.0,0.0
415,240,2018-01-18,8.0,250.0,180.0,200.0,280.0,82.0,,29.0,0.0,0.0,0.0,-1.0,9834.0,59.0,8.0,68.0,23,7.0,0.0,1.0,0.0,0.0,0.0
416,240,2018-01-18,9.0,260.0,220.0,240.0,330.0,52.0,,28.0,0.0,3.0,0.0,0.0,9836.0,50.0,8.0,84.0,10,7.0,0.0,0.0,0.0,0.0,0.0
417,240,2018-01-18,10.0,290.0,230.0,200.0,340.0,50.0,,20.0,0.0,10.0,0.0,-1.0,9897.0,56.0,8.0,80.0,51,7.0,0.0,1.0,0.0,0.0,0.0
418,240,2018-01-18,11.0,300.0,180.0,160.0,280.0,63.0,,25.0,0.0,36.0,0.0,-1.0,9938.0,66.0,8.0,76.0,22,7.0,0.0,1.0,0.0,0.0,0.0
419,240,2018-01-18,12.0,290.0,140.0,130.0,240.0,54.0,45,27.0,0.0,47.0,1.0,1.0,9965.0,64.0,8.0,82.0,81,7.0,0.0,1.0,0.0,0.0,0.0
420,240,2018-01-18,13.0,290.0,110.0,100.0,170.0,55.0,,37.0,0.0,32.0,4.0,6.0,9980.0,50.0,8.0,88.0,62,7.0,0.0,1.0,0.0,0.0,0.0
421,240,2018-01-18,14.0,280.0,80.0,70.0,140.0,44.0,,28.0,2.0,34.0,4.0,14.0,9990.0,70.0,7.0,89.0,81,7.0,0.0,1.0,0.0,0.0,0.0
422,240,2018-01-18,15.0,270.0,90.0,90.0,130.0,51.0,,23.0,5.0,24.0,0.0,-1.0,9998.0,70.0,8.0,82.0,23,7.0,0.0,1.0,0.0,0.0,0.0
423,240,2018-01-18,16.0,270.0,70.0,70.0,120.0,47.0,,15.0,3.0,10.0,0.0,0.0,10005.0,75.0,6.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
424,240,2018-01-18,17.0,270.0,60.0,50.0,90.0,42.0,,11.0,0.0,0.0,0.0,0.0,10007.0,75.0,5.0,79.0,,5.0,0.0,0.0,0.0,0.0,0.0
425,240,2018-01-18,18.0,270.0,40.0,30.0,70.0,27.0,11,5.0,0.0,0.0,0.0,0.0,10008.0,70.0,4.0,85.0,1,7.0,0.0,0.0,0.0,0.0,0.0
426,240,2018-01-18,19.0,270.0,20.0,10.0,50.0,25.0,,2.0,0.0,0.0,0.0,0.0,10007.0,70.0,6.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
427,240,2018-01-18,20.0,250.0,30.0,30.0,50.0,34.0,,12.0,0.0,0.0,0.0,0.0,10009.0,70.0,6.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
428,240,2018-01-18,21.0,270.0,40.0,30.0,80.0,33.0,,18.0,0.0,0.0,4.0,4.0,10011.0,70.0,8.0,90.0,81,7.0,0.0,1.0,0.0,0.0,0.0
429,240,2018-01-18,22.0,260.0,30.0,40.0,80.0,34.0,,21.0,0.0,0.0,4.0,17.0,10017.0,48.0,8.0,91.0,82,7.0,0.0,1.0,0.0,0.0,0.0
430,240,2018-01-18,23.0,200.0,20.0,20.0,60.0,30.0,,19.0,0.0,0.0,6.0,13.0,10017.0,65.0,8.0,92.0,23,7.0,0.0,1.0,1.0,0.0,0.0
431,240,2018-01-18,24.0,230.0,40.0,40.0,60.0,31.0,-9,19.0,0.0,0.0,2.0,2.0,10018.0,65.0,8.0,92.0,23,7.0,0.0,1.0,0.0,0.0,0.0
432,240,2018-01-19,1.0,260.0,40.0,40.0,60.0,37.0,,26.0,0.0,0.0,3.0,2.0,10023.0,58.0,8.0,92.0,81,7.0,0.0,1.0,0.0,0.0,0.0
433,240,2018-01-19,2.0,270.0,40.0,40.0,70.0,35.0,,19.0,0.0,0.0,0.0,-1.0,10028.0,70.0,8.0,89.0,81,7.0,0.0,1.0,0.0,0.0,0.0
434,240,2018-01-19,3.0,300.0,60.0,70.0,110.0,39.0,,19.0,0.0,0.0,8.0,6.0,10033.0,58.0,7.0,87.0,62,7.0,0.0,1.0,0.0,0.0,0.0
435,240,2018-01-19,4.0,260.0,40.0,40.0,100.0,37.0,,22.0,0.0,0.0,2.0,1.0,10036.0,70.0,7.0,89.0,23,7.0,0.0,1.0,0.0,0.0,0.0
436,240,2018-01-19,5.0,260.0,60.0,40.0,130.0,33.0,,18.0,0.0,0.0,2.0,3.0,10043.0,70.0,8.0,89.0,23,7.0,0.0,1.0,0.0,0.0,0.0
437,240,2018-01-19,6.0,260.0,50.0,60.0,80.0,40.0,16,16.0,0.0,0.0,0.0,0.0,10048.0,70.0,8.0,83.0,2,7.0,0.0,0.0,0.0,0.0,0.0
438,240,2018-01-19,7.0,270.0,60.0,50.0,100.0,37.0,,12.0,0.0,0.0,0.0,0.0,10055.0,70.0,6.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
439,240,2018-01-19,8.0,270.0,50.0,50.0,80.0,38.0,,15.0,0.0,0.0,2.0,1.0,10061.0,64.0,8.0,84.0,81,7.0,0.0,1.0,0.0,0.0,0.0
440,240,2018-01-19,9.0,260.0,50.0,50.0,80.0,45.0,,17.0,7.0,18.0,0.0,-1.0,10068.0,70.0,2.0,82.0,23,7.0,0.0,1.0,0.0,0.0,0.0
441,240,2018-01-19,10.0,260.0,60.0,60.0,90.0,52.0,,19.0,5.0,40.0,0.0,0.0,10072.0,75.0,7.0,79.0,,5.0,0.0,0.0,0.0,0.0,0.0
442,240,2018-01-19,11.0,260.0,60.0,60.0,80.0,58.0,,22.0,2.0,45.0,0.0,0.0,10072.0,75.0,4.0,77.0,,5.0,0.0,0.0,0.0,0.0,0.0
443,240,2018-01-19,12.0,250.0,70.0,70.0,100.0,54.0,29,16.0,3.0,66.0,0.0,0.0,10072.0,75.0,7.0,76.0,3,7.0,0.0,0.0,0.0,0.0,0.0
444,240,2018-01-19,13.0,250.0,70.0,70.0,100.0,56.0,,17.0,0.0,48.0,0.0,0.0,10071.0,75.0,7.0,76.0,,5.0,0.0,0.0,0.0,0.0,0.0
445,240,2018-01-19,14.0,250.0,80.0,80.0,110.0,52.0,,12.0,5.0,64.0,0.0,-1.0,10070.0,75.0,7.0,75.0,22,7.0,0.0,1.0,0.0,0.0,0.0
446,240,2018-01-19,15.0,250.0,70.0,60.0,120.0,50.0,,15.0,8.0,35.0,1.0,1.0,10071.0,75.0,5.0,77.0,23,7.0,0.0,1.0,0.0,0.0,0.0
447,240,2018-01-19,16.0,250.0,70.0,70.0,100.0,45.0,,6.0,3.0,11.0,0.0,0.0,10070.0,75.0,6.0,76.0,,5.0,0.0,0.0,0.0,0.0,0.0
448,240,2018-01-19,17.0,230.0,50.0,40.0,90.0,35.0,,7.0,0.0,0.0,0.0,0.0,10070.0,70.0,5.0,82.0,,5.0,0.0,0.0,0.0,0.0,0.0
449,240,2018-01-19,18.0,240.0,60.0,50.0,80.0,37.0,22,6.0,0.0,0.0,0.0,0.0,10071.0,75.0,2.0,80.0,1,7.0,0.0,0.0,0.0,0.0,0.0
450,240,2018-01-19,19.0,250.0,60.0,70.0,120.0,31.0,,3.0,0.0,0.0,4.0,32.0,10071.0,50.0,8.0,81.0,82,7.0,0.0,1.0,0.0,0.0,0.0
451,240,2018-01-19,20.0,240.0,20.0,10.0,100.0,15.0,,-3.0,0.0,0.0,1.0,1.0,10071.0,70.0,7.0,87.0,23,7.0,0.0,1.0,0.0,0.0,0.0
452,240,2018-01-19,21.0,240.0,30.0,50.0,60.0,30.0,,1.0,0.0,0.0,1.0,1.0,10070.0,70.0,2.0,81.0,24,7.0,0.0,1.0,1.0,0.0,0.0
453,240,2018-01-19,22.0,250.0,50.0,50.0,120.0,34.0,,-3.0,0.0,0.0,2.0,3.0,10071.0,75.0,8.0,76.0,81,7.0,0.0,1.0,0.0,0.0,0.0
454,240,2018-01-19,23.0,160.0,40.0,30.0,110.0,16.0,,-1.0,0.0,0.0,4.0,15.0,10070.0,70.0,7.0,88.0,23,7.0,0.0,1.0,0.0,0.0,0.0
455,240,2018-01-19,24.0,220.0,40.0,40.0,50.0,14.0,3,1.0,0.0,0.0,0.0,0.0,10069.0,70.0,2.0,90.0,1,7.0,0.0,0.0,0.0,0.0,0.0
456,240,2018-01-20,1.0,250.0,40.0,40.0,70.0,31.0,,0.0,0.0,0.0,0.0,0.0,10068.0,75.0,0.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
457,240,2018-01-20,2.0,240.0,50.0,50.0,70.0,33.0,,1.0,0.0,0.0,0.0,-1.0,10066.0,75.0,1.0,79.0,22,7.0,0.0,1.0,0.0,0.0,0.0
458,240,2018-01-20,3.0,210.0,40.0,40.0,60.0,10.0,,-5.0,0.0,0.0,0.0,0.0,10061.0,70.0,6.0,89.0,3,7.0,0.0,0.0,0.0,0.0,0.0
459,240,2018-01-20,4.0,210.0,40.0,40.0,50.0,9.0,,-6.0,0.0,0.0,0.0,0.0,10055.0,70.0,3.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
460,240,2018-01-20,5.0,190.0,40.0,40.0,50.0,11.0,,-5.0,0.0,0.0,0.0,0.0,10050.0,70.0,1.0,88.0,,5.0,0.0,0.0,0.0,0.0,0.0
461,240,2018-01-20,6.0,190.0,30.0,30.0,40.0,-5.0,-23,-14.0,0.0,0.0,0.0,0.0,10046.0,65.0,8.0,93.0,3,7.0,0.0,0.0,0.0,0.0,0.0
462,240,2018-01-20,7.0,190.0,40.0,40.0,60.0,3.0,,-5.0,0.0,0.0,0.0,0.0,10042.0,63.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
463,240,2018-01-20,8.0,190.0,40.0,40.0,60.0,13.0,,6.0,0.0,1.0,0.0,0.0,10041.0,62.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
464,240,2018-01-20,9.0,180.0,40.0,40.0,60.0,14.0,,6.0,0.0,10.0,0.0,0.0,10036.0,61.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
465,240,2018-01-20,10.0,180.0,40.0,40.0,60.0,16.0,,7.0,0.0,21.0,0.0,0.0,10032.0,61.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
466,240,2018-01-20,11.0,170.0,40.0,40.0,60.0,19.0,,11.0,0.0,22.0,0.0,0.0,10027.0,60.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
467,240,2018-01-20,12.0,170.0,40.0,40.0,60.0,25.0,-19,18.0,0.0,22.0,0.0,0.0,10013.0,57.0,8.0,95.0,10,7.0,0.0,0.0,0.0,0.0,0.0
468,240,2018-01-20,13.0,180.0,40.0,30.0,50.0,31.0,,23.0,0.0,19.0,0.0,0.0,10002.0,57.0,8.0,94.0,10,7.0,0.0,0.0,0.0,0.0,0.0
469,240,2018-01-20,14.0,170.0,30.0,40.0,50.0,34.0,,25.0,0.0,21.0,0.0,0.0,9996.0,59.0,8.0,94.0,10,7.0,0.0,0.0,0.0,0.0,0.0
470,240,2018-01-20,15.0,180.0,30.0,30.0,60.0,37.0,,24.0,8.0,27.0,0.0,0.0,9994.0,61.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
471,240,2018-01-20,16.0,150.0,30.0,20.0,40.0,32.0,,23.0,3.0,7.0,0.0,0.0,9999.0,61.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
472,240,2018-01-20,17.0,150.0,20.0,20.0,30.0,31.0,,22.0,0.0,0.0,0.0,-1.0,10002.0,62.0,8.0,94.0,51,7.0,0.0,1.0,0.0,0.0,0.0
473,240,2018-01-20,18.0,0.0,10.0,0.0,30.0,30.0,22,27.0,0.0,0.0,6.0,1.0,10007.0,56.0,8.0,97.0,81,7.0,0.0,1.0,0.0,0.0,0.0
474,240,2018-01-20,19.0,300.0,20.0,40.0,60.0,25.0,,16.0,0.0,0.0,10.0,9.0,10016.0,57.0,8.0,94.0,61,7.0,0.0,1.0,0.0,0.0,0.0
475,240,2018-01-20,20.0,270.0,20.0,20.0,40.0,25.0,,18.0,0.0,0.0,9.0,4.0,10022.0,65.0,8.0,95.0,57,7.0,0.0,1.0,0.0,0.0,0.0
476,240,2018-01-20,21.0,280.0,30.0,30.0,60.0,28.0,,20.0,0.0,0.0,6.0,6.0,10028.0,50.0,8.0,94.0,81,7.0,0.0,1.0,0.0,0.0,0.0
477,240,2018-01-20,22.0,270.0,30.0,40.0,80.0,33.0,,21.0,0.0,0.0,0.0,-1.0,10039.0,65.0,8.0,92.0,23,7.0,0.0,1.0,0.0,0.0,0.0
478,240,2018-01-20,23.0,330.0,20.0,10.0,90.0,23.0,,6.0,0.0,0.0,4.0,1.0,10047.0,70.0,7.0,88.0,23,7.0,0.0,1.0,0.0,0.0,0.0
479,240,2018-01-20,24.0,300.0,20.0,30.0,40.0,5.0,-16,-10.0,0.0,0.0,0.0,0.0,10058.0,70.0,0.0,89.0,1,7.0,0.0,0.0,0.0,0.0,0.0
480,240,2018-01-21,1.0,320.0,40.0,50.0,60.0,24.0,,-1.0,0.0,0.0,0.0,0.0,10071.0,70.0,2.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
481,240,2018-01-21,2.0,320.0,50.0,60.0,100.0,29.0,,-6.0,0.0,0.0,0.0,-1.0,10084.0,60.0,7.0,77.0,81,7.0,0.0,1.0,0.0,0.0,0.0
482,240,2018-01-21,3.0,320.0,50.0,50.0,90.0,24.0,,0.0,0.0,0.0,0.0,-1.0,10093.0,70.0,1.0,83.0,23,7.0,0.0,1.0,0.0,0.0,0.0
483,240,2018-01-21,4.0,320.0,50.0,50.0,70.0,24.0,,-5.0,0.0,0.0,0.0,0.0,10102.0,70.0,0.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
484,240,2018-01-21,5.0,300.0,40.0,30.0,70.0,15.0,,-6.0,0.0,0.0,0.0,0.0,10111.0,70.0,1.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
485,240,2018-01-21,6.0,300.0,30.0,30.0,40.0,16.0,-16,-7.0,0.0,0.0,0.0,0.0,10120.0,70.0,7.0,84.0,3,7.0,0.0,0.0,0.0,0.0,0.0
486,240,2018-01-21,7.0,300.0,30.0,30.0,50.0,10.0,,-11.0,0.0,0.0,0.0,0.0,10131.0,70.0,8.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
487,240,2018-01-21,8.0,280.0,20.0,20.0,40.0,17.0,,-6.0,0.0,2.0,0.0,0.0,10139.0,70.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
488,240,2018-01-21,9.0,280.0,30.0,20.0,60.0,29.0,,3.0,10.0,27.0,0.0,0.0,10144.0,70.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
489,240,2018-01-21,10.0,270.0,20.0,30.0,40.0,40.0,,12.0,8.0,47.0,0.0,0.0,10152.0,70.0,8.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
490,240,2018-01-21,11.0,270.0,30.0,20.0,40.0,59.0,,20.0,7.0,67.0,0.0,0.0,10153.0,75.0,8.0,76.0,,5.0,0.0,0.0,0.0,0.0,0.0
491,240,2018-01-21,12.0,240.0,20.0,20.0,40.0,65.0,-27,19.0,10.0,101.0,0.0,0.0,10155.0,75.0,7.0,72.0,,5.0,0.0,0.0,0.0,0.0,0.0
492,240,2018-01-21,13.0,250.0,40.0,40.0,60.0,63.0,,15.0,3.0,63.0,0.0,0.0,10153.0,75.0,8.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
493,240,2018-01-21,14.0,250.0,30.0,30.0,50.0,58.0,,11.0,0.0,44.0,0.0,0.0,10152.0,75.0,8.0,71.0,,5.0,0.0,0.0,0.0,0.0,0.0
494,240,2018-01-21,15.0,210.0,30.0,30.0,60.0,51.0,,25.0,0.0,20.0,0.0,0.0,10148.0,70.0,8.0,82.0,,5.0,0.0,0.0,0.0,0.0,0.0
495,240,2018-01-21,16.0,170.0,30.0,30.0,50.0,40.0,,15.0,0.0,6.0,0.0,0.0,10143.0,70.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
