ID,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
496,240,2018-01-21,17.0,150.0,40.0,40.0,50.0,34.0,,19.0,0.0,0.0,0.0,0.0,10139.0,70.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
497,240,2018-01-21,18.0,150.0,40.0,40.0,60.0,36.0,23,22.0,0.0,0.0,0.0,0.0,10131.0,68.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
498,240,2018-01-21,19.0,160.0,50.0,50.0,80.0,37.0,,22.0,0.0,0.0,0.0,0.0,10126.0,65.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
499,240,2018-01-21,20.0,160.0,50.0,50.0,80.0,35.0,,21.0,0.0,0.0,0.0,-1.0,10118.0,60.0,8.0,90.0,51,7.0,0.0,1.0,0.0,0.0,0.0
500,240,2018-01-21,21.0,170.0,60.0,70.0,100.0,32.0,,20.0,0.0,0.0,10.0,2.0,10104.0,59.0,8.0,91.0,58,7.0,0.0,1.0,0.0,0.0,0.0
501,240,2018-01-21,22.0,150.0,80.0,80.0,120.0,26.0,,14.0,0.0,0.0,10.0,7.0,10093.0,56.0,8.0,91.0,62,7.0,0.0,1.0,0.0,0.0,0.0
502,240,2018-01-21,23.0,130.0,70.0,60.0,110.0,23.0,,16.0,0.0,0.0,10.0,7.0,10083.0,31.0,8.0,94.0,62,7.0,0.0,1.0,0.0,0.0,0.0
503,240,2018-01-21,24.0,140.0,70.0,60.0,100.0,23.0,20,17.0,0.0,0.0,10.0,6.0,10069.0,48.0,8.0,95.0,61,7.0,0.0,1.0,0.0,0.0,0.0
504,240,2018-01-22,1.0,160.0,70.0,70.0,110.0,24.0,,18.0,0.0,0.0,6.0,1.0,10056.0,36.0,8.0,96.0,81,7.0,0.0,1.0,1.0,0.0,0.0
505,240,2018-01-22,2.0,160.0,70.0,50.0,110.0,25.0,,20.0,0.0,0.0,5.0,3.0,10052.0,36.0,8.0,96.0,52,7.0,0.0,1.0,0.0,0.0,0.0
506,240,2018-01-22,3.0,180.0,50.0,50.0,80.0,26.0,,22.0,0.0,0.0,9.0,2.0,10045.0,50.0,8.0,97.0,51,7.0,0.0,1.0,0.0,0.0,0.0
507,240,2018-01-22,4.0,170.0,50.0,40.0,80.0,29.0,,26.0,0.0,0.0,8.0,2.0,10039.0,41.0,8.0,97.0,51,7.0,0.0,1.0,0.0,0.0,0.0
508,240,2018-01-22,5.0,200.0,40.0,40.0,60.0,39.0,,37.0,0.0,0.0,0.0,-1.0,10038.0,27.0,8.0,98.0,51,7.0,0.0,1.0,0.0,0.0,0.0
509,240,2018-01-22,6.0,280.0,40.0,60.0,80.0,63.0,22,60.0,0.0,0.0,2.0,1.0,10043.0,33.0,8.0,97.0,58,7.0,0.0,1.0,0.0,0.0,0.0
510,240,2018-01-22,7.0,290.0,60.0,60.0,100.0,66.0,,55.0,0.0,0.0,0.0,-1.0,10047.0,64.0,8.0,92.0,23,7.0,0.0,1.0,0.0,0.0,0.0
511,240,2018-01-22,8.0,280.0,50.0,50.0,80.0,68.0,,54.0,0.0,1.0,0.0,0.0,10056.0,67.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
512,240,2018-01-22,9.0,280.0,50.0,50.0,80.0,73.0,,55.0,0.0,9.0,0.0,-1.0,10060.0,67.0,8.0,88.0,23,7.0,0.0,1.0,0.0,0.0,0.0
513,240,2018-01-22,10.0,290.0,50.0,50.0,70.0,78.0,,56.0,0.0,22.0,0.0,-1.0,10067.0,68.0,8.0,85.0,23,7.0,0.0,1.0,0.0,0.0,0.0
514,240,2018-01-22,11.0,290.0,50.0,60.0,80.0,81.0,,60.0,0.0,48.0,0.0,0.0,10071.0,67.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
515,240,2018-01-22,12.0,290.0,60.0,60.0,100.0,81.0,59,58.0,0.0,49.0,0.0,0.0,10076.0,65.0,8.0,85.0,2,7.0,0.0,0.0,0.0,0.0,0.0
516,240,2018-01-22,13.0,290.0,60.0,60.0,90.0,80.0,,54.0,0.0,48.0,0.0,0.0,10080.0,65.0,8.0,83.0,,5.0,0.0,0.0,0.0,0.0,0.0
517,240,2018-01-22,14.0,290.0,60.0,60.0,90.0,78.0,,54.0,0.0,35.0,0.0,0.0,10086.0,64.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
518,240,2018-01-22,15.0,290.0,60.0,60.0,100.0,74.0,,52.0,0.0,18.0,0.0,0.0,10101.0,62.0,8.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
519,240,2018-01-22,16.0,280.0,60.0,60.0,90.0,69.0,,50.0,0.0,6.0,0.0,0.0,10110.0,62.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
520,240,2018-01-22,17.0,290.0,60.0,60.0,100.0,69.0,,49.0,0.0,1.0,0.0,0.0,10126.0,62.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
521,240,2018-01-22,18.0,290.0,70.0,70.0,100.0,70.0,62,50.0,0.0,0.0,0.0,0.0,10134.0,63.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
522,240,2018-01-22,19.0,280.0,60.0,60.0,90.0,70.0,,50.0,0.0,0.0,0.0,0.0,10142.0,64.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
523,240,2018-01-22,20.0,270.0,60.0,60.0,90.0,72.0,,52.0,0.0,0.0,0.0,0.0,10148.0,65.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
524,240,2018-01-22,21.0,270.0,50.0,50.0,70.0,58.0,,44.0,0.0,0.0,0.0,0.0,10155.0,65.0,0.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
525,240,2018-01-22,22.0,260.0,50.0,50.0,60.0,62.0,,45.0,0.0,0.0,0.0,0.0,10165.0,66.0,6.0,88.0,,5.0,0.0,0.0,0.0,0.0,0.0
526,240,2018-01-22,23.0,280.0,50.0,50.0,70.0,63.0,,44.0,0.0,0.0,0.0,0.0,10173.0,69.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
527,240,2018-01-22,24.0,260.0,50.0,50.0,80.0,57.0,45,41.0,0.0,0.0,0.0,0.0,10178.0,69.0,6.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
528,240,2018-01-23,1.0,260.0,50.0,50.0,70.0,59.0,,43.0,0.0,0.0,0.0,0.0,10180.0,68.0,6.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
529,240,2018-01-23,2.0,250.0,50.0,40.0,70.0,67.0,,47.0,0.0,0.0,0.0,0.0,10186.0,68.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
530,240,2018-01-23,3.0,240.0,40.0,40.0,60.0,66.0,,46.0,0.0,0.0,0.0,0.0,10191.0,69.0,8.0,87.0,,5.0,0.0,0.0,0.0,0.0,0.0
531,240,2018-01-23,4.0,200.0,30.0,40.0,50.0,44.0,,37.0,0.0,0.0,0.0,0.0,10190.0,65.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
532,240,2018-01-23,5.0,190.0,40.0,40.0,50.0,33.0,,23.0,0.0,0.0,0.0,0.0,10192.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
533,240,2018-01-23,6.0,190.0,50.0,50.0,60.0,54.0,22,41.0,0.0,0.0,0.0,0.0,10191.0,65.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
534,240,2018-01-23,7.0,180.0,50.0,40.0,70.0,52.0,,40.0,0.0,0.0,0.0,0.0,10189.0,65.0,8.0,92.0,,5.0,0.0,0.0,0.0,0.0,0.0
535,240,2018-01-23,8.0,200.0,50.0,70.0,90.0,63.0,,41.0,0.0,1.0,0.0,0.0,10192.0,70.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
536,240,2018-01-23,9.0,190.0,60.0,50.0,90.0,67.0,,45.0,0.0,8.0,0.0,0.0,10190.0,70.0,8.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
537,240,2018-01-23,10.0,190.0,60.0,60.0,90.0,74.0,,50.0,0.0,21.0,0.0,0.0,10192.0,70.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
538,240,2018-01-23,11.0,190.0,70.0,80.0,110.0,84.0,,62.0,0.0,44.0,0.0,0.0,10186.0,70.0,8.0,85.0,,5.0,0.0,0.0,0.0,0.0,0.0
539,240,2018-01-23,12.0,200.0,80.0,80.0,110.0,91.0,44,61.0,6.0,61.0,0.0,0.0,10178.0,70.0,8.0,81.0,,5.0,0.0,0.0,0.0,0.0,0.0
540,240,2018-01-23,13.0,190.0,90.0,80.0,130.0,85.0,,65.0,0.0,28.0,5.0,1.0,10170.0,62.0,8.0,87.0,57,7.0,0.0,1.0,0.0,0.0,0.0
541,240,2018-01-23,14.0,190.0,80.0,70.0,120.0,84.0,,70.0,0.0,11.0,7.0,4.0,10163.0,70.0,8.0,90.0,51,7.0,0.0,1.0,0.0,0.0,0.0
542,240,2018-01-23,15.0,190.0,90.0,90.0,130.0,84.0,,76.0,0.0,7.0,1.0,2.0,10159.0,60.0,8.0,94.0,81,7.0,0.0,1.0,0.0,0.0,0.0
543,240,2018-01-23,16.0,200.0,90.0,90.0,120.0,86.0,,79.0,0.0,2.0,0.0,-1.0,10157.0,65.0,8.0,94.0,23,7.0,0.0,1.0,0.0,0.0,0.0
544,240,2018-01-23,17.0,200.0,90.0,90.0,130.0,88.0,,83.0,0.0,0.0,0.0,-1.0,10156.0,29.0,8.0,97.0,57,7.0,0.0,1.0,0.0,0.0,0.0
545,240,2018-01-23,18.0,210.0,90.0,80.0,130.0,91.0,80,87.0,0.0,0.0,10.0,1.0,10151.0,28.0,8.0,97.0,58,7.0,0.0,1.0,0.0,0.0,0.0
546,240,2018-01-23,19.0,210.0,90.0,100.0,130.0,96.0,,91.0,0.0,0.0,0.0,-1.0,10149.0,39.0,8.0,96.0,81,7.0,0.0,1.0,0.0,0.0,0.0
547,240,2018-01-23,20.0,210.0,100.0,100.0,140.0,98.0,,93.0,0.0,0.0,0.0,-1.0,10148.0,38.0,8.0,96.0,51,7.0,0.0,1.0,0.0,0.0,0.0
548,240,2018-01-23,21.0,220.0,100.0,90.0,140.0,102.0,,98.0,0.0,0.0,0.0,-1.0,10150.0,25.0,8.0,96.0,81,7.0,0.0,1.0,0.0,0.0,0.0
549,240,2018-01-23,22.0,220.0,90.0,80.0,120.0,104.0,,100.0,0.0,0.0,10.0,3.0,10149.0,30.0,8.0,97.0,52,7.0,0.0,1.0,0.0,0.0,0.0
550,240,2018-01-23,23.0,220.0,90.0,100.0,140.0,110.0,,102.0,0.0,0.0,6.0,2.0,10147.0,62.0,8.0,94.0,23,7.0,0.0,1.0,0.0,0.0,0.0
551,240,2018-01-23,24.0,230.0,100.0,110.0,140.0,111.0,89,98.0,0.0,0.0,0.0,0.0,10150.0,65.0,8.0,91.0,2,7.0,0.0,0.0,0.0,0.0,0.0
552,240,2018-01-24,1.0,230.0,100.0,80.0,160.0,104.0,,93.0,0.0,0.0,0.0,0.0,10152.0,65.0,8.0,92.0,,5.0,0.0,0.0,0.0,0.0,0.0
553,240,2018-01-24,2.0,220.0,70.0,70.0,120.0,98.0,,87.0,0.0,0.0,0.0,0.0,10152.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
554,240,2018-01-24,3.0,230.0,80.0,100.0,130.0,105.0,,94.0,0.0,0.0,0.0,0.0,10145.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
555,240,2018-01-24,4.0,210.0,100.0,80.0,130.0,111.0,,101.0,0.0,0.0,0.0,0.0,10140.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
556,240,2018-01-24,5.0,210.0,90.0,80.0,130.0,115.0,,102.0,0.0,0.0,0.0,0.0,10133.0,65.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
557,240,2018-01-24,6.0,210.0,80.0,90.0,120.0,117.0,91,106.0,0.0,0.0,0.0,0.0,10129.0,65.0,8.0,93.0,,5.0,0.0,0.0,0.0,0.0,0.0
558,240,2018-01-24,7.0,200.0,90.0,80.0,120.0,115.0,,104.0,0.0,0.0,0.0,0.0,10122.0,65.0,8.0,92.0,,5.0,0.0,0.0,0.0,0.0,0.0
559,240,2018-01-24,8.0,200.0,100.0,100.0,140.0,118.0,,103.0,0.0,0.0,0.0,0.0,10117.0,67.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
560,240,2018-01-24,9.0,200.0,110.0,110.0,150.0,122.0,,105.0,0.0,4.0,0.0,0.0,10110.0,60.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
561,240,2018-01-24,10.0,200.0,110.0,110.0,160.0,122.0,,108.0,0.0,8.0,0.0,-1.0,10104.0,57.0,8.0,91.0,81,7.0,0.0,1.0,0.0,0.0,0.0
562,240,2018-01-24,11.0,200.0,110.0,120.0,170.0,126.0,,108.0,0.0,10.0,0.0,-1.0,10094.0,70.0,8.0,88.0,23,7.0,0.0,1.0,0.0,0.0,0.0
563,240,2018-01-24,12.0,200.0,130.0,120.0,190.0,130.0,112,105.0,0.0,16.0,0.0,0.0,10084.0,70.0,8.0,84.0,2,7.0,0.0,0.0,0.0,0.0,0.0
564,240,2018-01-24,13.0,200.0,130.0,140.0,210.0,135.0,,102.0,0.0,13.0,0.0,0.0,10077.0,75.0,8.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
565,240,2018-01-24,14.0,200.0,130.0,130.0,210.0,130.0,,105.0,0.0,17.0,0.0,0.0,10070.0,60.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
566,240,2018-01-24,15.0,200.0,120.0,120.0,180.0,127.0,,100.0,0.0,19.0,0.0,-1.0,10066.0,65.0,8.0,83.0,81,7.0,0.0,1.0,0.0,0.0,0.0
567,240,2018-01-24,16.0,200.0,120.0,120.0,170.0,125.0,,94.0,0.0,4.0,0.0,-1.0,10062.0,70.0,8.0,81.0,23,7.0,0.0,1.0,0.0,0.0,0.0
568,240,2018-01-24,17.0,200.0,120.0,110.0,180.0,116.0,,97.0,0.0,0.0,7.0,2.0,10058.0,58.0,8.0,88.0,81,7.0,0.0,1.0,0.0,0.0,0.0
569,240,2018-01-24,18.0,210.0,120.0,130.0,180.0,120.0,109,88.0,0.0,0.0,0.0,-1.0,10056.0,66.0,8.0,80.0,23,7.0,0.0,1.0,0.0,0.0,0.0
570,240,2018-01-24,19.0,300.0,90.0,50.0,170.0,72.0,,67.0,0.0,0.0,8.0,14.0,10070.0,50.0,8.0,96.0,58,7.0,0.0,1.0,0.0,0.0,0.0
571,240,2018-01-24,20.0,260.0,50.0,50.0,80.0,75.0,,69.0,0.0,0.0,10.0,16.0,10074.0,47.0,8.0,95.0,61,7.0,0.0,1.0,0.0,0.0,0.0
572,240,2018-01-24,21.0,230.0,60.0,60.0,90.0,73.0,,64.0,0.0,0.0,10.0,11.0,10076.0,60.0,8.0,93.0,61,7.0,0.0,1.0,0.0,0.0,0.0
573,240,2018-01-24,22.0,210.0,60.0,60.0,90.0,71.0,,63.0,0.0,0.0,8.0,6.0,10076.0,65.0,8.0,94.0,61,7.0,0.0,1.0,0.0,0.0,0.0
574,240,2018-01-24,23.0,220.0,60.0,60.0,90.0,75.0,,64.0,0.0,0.0,8.0,2.0,10085.0,65.0,8.0,93.0,51,7.0,0.0,1.0,0.0,0.0,0.0
575,240,2018-01-24,24.0,220.0,70.0,60.0,100.0,74.0,68,57.0,0.0,0.0,5.0,1.0,10089.0,70.0,8.0,88.0,81,7.0,0.0,1.0,0.0,0.0,0.0
576,240,2018-01-25,1.0,230.0,70.0,80.0,100.0,69.0,,51.0,0.0,0.0,0.0,-1.0,10089.0,70.0,8.0,87.0,23,7.0,0.0,1.0,0.0,0.0,0.0
577,240,2018-01-25,2.0,230.0,80.0,70.0,120.0,70.0,,54.0,0.0,0.0,0.0,0.0,10091.0,70.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
578,240,2018-01-25,3.0,200.0,60.0,60.0,100.0,66.0,,52.0,0.0,0.0,0.0,0.0,10093.0,70.0,8.0,90.0,2,7.0,0.0,0.0,0.0,0.0,0.0
579,240,2018-01-25,4.0,210.0,60.0,70.0,90.0,72.0,,57.0,0.0,0.0,0.0,-1.0,10097.0,70.0,8.0,89.0,22,7.0,0.0,1.0,0.0,0.0,0.0
580,240,2018-01-25,5.0,210.0,60.0,70.0,100.0,74.0,,58.0,0.0,0.0,0.0,0.0,10098.0,70.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
581,240,2018-01-25,6.0,210.0,60.0,60.0,90.0,72.0,58,59.0,0.0,0.0,0.0,0.0,10099.0,65.0,8.0,91.0,2,7.0,0.0,0.0,0.0,0.0,0.0
582,240,2018-01-25,7.0,200.0,60.0,60.0,80.0,71.0,,58.0,0.0,0.0,0.0,0.0,10100.0,65.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
583,240,2018-01-25,8.0,190.0,60.0,60.0,80.0,71.0,,59.0,0.0,1.0,0.0,0.0,10104.0,65.0,8.0,92.0,,5.0,0.0,0.0,0.0,0.0,0.0
584,240,2018-01-25,9.0,190.0,60.0,50.0,80.0,75.0,,63.0,0.0,9.0,0.0,0.0,10105.0,65.0,8.0,91.0,,5.0,0.0,0.0,0.0,0.0,0.0
585,240,2018-01-25,10.0,200.0,60.0,70.0,90.0,81.0,,66.0,0.0,28.0,0.0,0.0,10107.0,67.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
586,240,2018-01-25,11.0,210.0,60.0,70.0,100.0,86.0,,64.0,0.0,49.0,0.0,0.0,10106.0,70.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
587,240,2018-01-25,12.0,210.0,60.0,80.0,100.0,92.0,63,60.0,8.0,81.0,0.0,0.0,10104.0,75.0,8.0,80.0,,5.0,0.0,0.0,0.0,0.0,0.0
588,240,2018-01-25,13.0,200.0,60.0,60.0,100.0,91.0,,66.0,7.0,60.0,0.0,0.0,10101.0,65.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
589,240,2018-01-25,14.0,210.0,60.0,60.0,80.0,89.0,,65.0,0.0,42.0,0.0,0.0,10097.0,66.0,8.0,84.0,,5.0,0.0,0.0,0.0,0.0,0.0
590,240,2018-01-25,15.0,200.0,60.0,50.0,80.0,85.0,,63.0,0.0,23.0,0.0,0.0,10097.0,66.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
591,240,2018-01-25,16.0,200.0,50.0,60.0,80.0,80.0,,59.0,0.0,6.0,0.0,0.0,10099.0,67.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
592,240,2018-01-25,17.0,200.0,40.0,40.0,80.0,77.0,,60.0,0.0,0.0,0.0,0.0,10103.0,65.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
593,240,2018-01-25,18.0,190.0,40.0,40.0,60.0,73.0,66,57.0,0.0,0.0,0.0,0.0,10106.0,66.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
594,240,2018-01-25,19.0,190.0,40.0,40.0,50.0,59.0,,43.0,0.0,0.0,0.0,0.0,10110.0,66.0,8.0,89.0,,5.0,0.0,0.0,0.0,0.0,0.0
595,240,2018-01-25,20.0,200.0,40.0,40.0,60.0,61.0,,42.0,0.0,0.0,0.0,0.0,10109.0,70.0,8.0,88.0,,5.0,0.0,0.0,0.0,0.0,0.0
596,240,2018-01-25,21.0,180.0,40.0,40.0,70.0,56.0,,44.0,0.0,0.0,0.0,0.0,10111.0,65.0,8.0,92.0,,5.0,0.0,0.0,0.0,0.0,0.0
597,240,2018-01-25,22.0,160.0,40.0,30.0,60.0,52.0,,44.0,0.0,0.0,0.0,0.0,10113.0,62.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
598,240,2018-01-25,23.0,160.0,20.0,20.0,40.0,43.0,,37.0,0.0,0.0,0.0,0.0,10115.0,60.0,8.0,95.0,,5.0,0.0,0.0,0.0,0.0,0.0
599,240,2018-01-25,24.0,170.0,30.0,20.0,50.0,42.0,27,35.0,0.0,0.0,0.0,0.0,10119.0,60.0,8.0,94.0,,5.0,0.0,0.0,0.0,0.0,0.0
600,240,2018-01-26,1.0,180.0,40.0,30.0,50.0,38.0,,35.0,0.0,0.0,0.0,0.0,10122.0,58.0,5.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
601,240,2018-01-26,2.0,180.0,30.0,40.0,50.0,41.0,,39.0,0.0,0.0,0.0,0.0,10125.0,57.0,6.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
602,240,2018-01-26,3.0,170.0,30.0,40.0,40.0,37.0,,34.0,0.0,0.0,0.0,0.0,10123.0,56.0,7.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
603,240,2018-01-26,4.0,170.0,40.0,30.0,50.0,37.0,,35.0,0.0,0.0,0.0,0.0,10129.0,50.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
604,240,2018-01-26,5.0,160.0,30.0,30.0,40.0,31.0,,28.0,0.0,0.0,0.0,0.0,10135.0,22.0,8.0,98.0,10,7.0,0.0,0.0,0.0,0.0,0.0
605,240,2018-01-26,6.0,160.0,30.0,40.0,50.0,35.0,15,32.0,0.0,0.0,0.0,0.0,10139.0,10.0,8.0,98.0,20,7.0,1.0,0.0,0.0,0.0,0.0
606,240,2018-01-26,7.0,170.0,30.0,40.0,50.0,34.0,,34.0,0.0,0.0,0.0,0.0,10148.0,3.0,9.0,99.0,34,7.0,1.0,0.0,0.0,0.0,0.0
607,240,2018-01-26,8.0,180.0,20.0,20.0,40.0,31.0,,31.0,0.0,1.0,0.0,0.0,10157.0,1.0,9.0,99.0,34,7.0,1.0,0.0,0.0,0.0,0.0
608,240,2018-01-26,9.0,170.0,20.0,20.0,40.0,36.0,,36.0,0.0,7.0,0.0,0.0,10165.0,1.0,9.0,99.0,33,7.0,1.0,0.0,0.0,0.0,0.0
609,240,2018-01-26,10.0,170.0,30.0,30.0,40.0,43.0,,43.0,0.0,21.0,0.0,0.0,10174.0,2.0,9.0,99.0,32,7.0,1.0,0.0,0.0,0.0,0.0
610,240,2018-01-26,11.0,200.0,20.0,20.0,40.0,53.0,,50.0,0.0,44.0,0.0,0.0,10178.0,23.0,8.0,98.0,20,7.0,1.0,0.0,0.0,0.0,0.0
611,240,2018-01-26,12.0,210.0,20.0,20.0,40.0,61.0,31,55.0,5.0,71.0,0.0,0.0,10184.0,50.0,8.0,96.0,10,7.0,0.0,0.0,0.0,0.0,0.0
612,240,2018-01-26,13.0,270.0,20.0,20.0,40.0,76.0,,58.0,2.0,62.0,0.0,0.0,10187.0,58.0,8.0,88.0,10,7.0,0.0,0.0,0.0,0.0,0.0
613,240,2018-01-26,14.0,230.0,20.0,30.0,40.0,78.0,,58.0,3.0,62.0,0.0,0.0,10191.0,60.0,8.0,86.0,,5.0,0.0,0.0,0.0,0.0,0.0
614,240,2018-01-26,15.0,280.0,30.0,30.0,60.0,70.0,,56.0,2.0,20.0,0.0,0.0,10198.0,60.0,8.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0
615,240,2018-01-26,16.0,280.0,30.0,30.0,40.0,66.0,,57.0,0.0,6.0,0.0,-1.0,10209.0,58.0,8.0,93.0,51,7.0,0.0,1.0,0.0,0.0,0.0
616,240,2018-01-26,17.0,240.0,20.0,20.0,30.0,67.0,,60.0,0.0,0.0,8.0,8.0,10217.0,50.0,8.0,95.0,51,7.0,0.0,1.0,0.0,0.0,0.0
617,240,2018-01-26,18.0,190.0,30.0,30.0,50.0,61.0,60,57.0,0.0,0.0,0.0,-1.0,10226.0,23.0,8.0,97.0,22,7.0,0.0,1.0,0.0,0.0,0.0
618,240,2018-01-26,19.0,260.0,30.0,20.0,40.0,63.0,,59.0,0.0,0.0,0.0,0.0,10238.0,25.0,8.0,97.0,10,7.0,0.0,0.0,0.0,0.0,0.0
